,tweet_id,retweet_count,favorite_count,in_reply_to_status_id,in_reply_to_user_id,tweet_timestamp,source,tweets,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,dog_rating_out_of_ten,rating_denominator,dog_name,doggo,floofer,pupper,puppo,dog_category,img_num,dog_breed_prediction,prediction_confidence
39,na,4151.0,21769.0,,,,,,,,,,,,,,,,,,,,
40,na,5391.0,25166.0,,,,,,,,,,,,,,,,,,,,
41,na,12859.0,0.0,,,,,,,,,,,,,,,,,,,,
42,na,1404.0,0.0,,,,,,,,,,,,,,,,,,,,
43,na,5102.0,0.0,,,,,,,,,,,,,,,,,,,,
44,na,4921.0,19254.0,,,,,,,,,,,,,,,,,,,,
45,na,3.0,112.0,,,,,,,,,,,,,,,,,,,,
46,na,1847.0,0.0,,,,,,,,,,,,,,,,,,,,
47,na,4328.0,18513.0,,,,,,,,,,,,,,,,,,,,
48,na,7563.0,0.0,,,,,,,,,,,,,,,,,,,,
49,na,2194.0,0.0,,,,,,,,,,,,,,,,,,,,
50,na,85.0,2040.0,,,,,,,,,,,,,,,,,,,,
51,na,1953.0,0.0,,,,,,,,,,,,,,,,,,,,
52,na,28298.0,0.0,,,,,,,,,,,,,,,,,,,,
53,na,7463.0,0.0,,,,,,,,,,,,,,,,,,,,
54,na,17.0,210.0,,,,,,,,,,,,,,,,,,,,
55,na,154.0,0.0,,,,,,,,,,,,,,,,,,,,
56,na,620.0,0.0,,,,,,,,,,,,,,,,,,,,
57,na,15.0,489.0,,,,,,,,,,,,,,,,,,,,
58,na,22.0,314.0,,,,,,,,,,,,,,,,,,,,
59,na,901.0,4620.0,,,,,,,,,,,,,,,,,,,,
60,na,1957.0,11234.0,,,,,,,,,,,,,,,,,,,,
61,na,5055.0,25232.0,,,,,,,,,,,,,,,,,,,,
62,na,5532.0,0.0,,,,,,,,,,,,,,,,,,,,
63,na,40.0,0.0,,,,,,,,,,,,,,,,,,,,
64,na,1868.0,0.0,,,,,,,,,,,,,,,,,,,,
65,na,310.0,3309.0,,,,,,,,,,,,,,,,,,,,
66,na,4696.0,0.0,,,,,,,,,,,,,,,,,,,,
67,na,678.0,7845.0,,,,,,,,,,,,,,,,,,,,
68,na,3094.0,0.0,,,,,,,,,,,,,,,,,,,,
69,na,391.0,6727.0,,,,,,,,,,,,,,,,,,,,
70,na,2923.0,13610.0,,,,,,,,,,,,,,,,,,,,
71,na,9611.0,29922.0,,,,,,,,,,,,,,,,,,,,
72,na,7310.0,0.0,,,,,,,,,,,,,,,,,,,,
73,na,2827.0,14684.0,,,,,,,,,,,,,,,,,,,,
74,na,5294.0,19191.0,,,,,,,,,,,,,,,,,,,,
75,na,1684.0,0.0,,,,,,,,,,,,,,,,,,,,
76,na,15392.0,0.0,,,,,,,,,,,,,,,,,,,,
77,na,2.0,172.0,,,,,,,,,,,,,,,,,,,,
78,na,3852.0,19093.0,,,,,,,,,,,,,,,,,,,,
79,na,10610.0,0.0,,,,,,,,,,,,,,,,,,,,
80,na,9662.0,0.0,,,,,,,,,,,,,,,,,,,,
81,na,318.0,1621.0,,,,,,,,,,,,,,,,,,,,
82,na,1.0,136.0,,,,,,,,,,,,,,,,,,,,
83,na,534.0,0.0,,,,,,,,,,,,,,,,,,,,
84,na,26559.0,0.0,,,,,,,,,,,,,,,,,,,,
85,na,7854.0,0.0,,,,,,,,,,,,,,,,,,,,
86,na,1631.0,0.0,,,,,,,,,,,,,,,,,,,,
87,na,20238.0,0.0,,,,,,,,,,,,,,,,,,,,
88,na,71.0,2051.0,,,,,,,,,,,,,,,,,,,,
89,na,10293.0,0.0,,,,,,,,,,,,,,,,,,,,
90,na,2067.0,9796.0,,,,,,,,,,,,,,,,,,,,
91,na,212.0,0.0,,,,,,,,,,,,,,,,,,,,
92,na,2825.0,11599.0,,,,,,,,,,,,,,,,,,,,
93,na,517.0,2864.0,,,,,,,,,,,,,,,,,,,,
94,na,6032.0,0.0,,,,,,,,,,,,,,,,,,,,
95,na,2.0,61.0,,,,,,,,,,,,,,,,,,,,
96,na,34.0,329.0,,,,,,,,,,,,,,,,,,,,
97,na,5512.0,0.0,,,,,,,,,,,,,,,,,,,,
98,na,3323.0,0.0,,,,,,,,,,,,,,,,,,,,
99,na,172.0,2140.0,,,,,,,,,,,,,,,,,,,,
100,na,3879.0,0.0,,,,,,,,,,,,,,,,,,,,
101,na,242.0,5031.0,,,,,,,,,,,,,,,,,,,,
102,na,1214.0,0.0,,,,,,,,,,,,,,,,,,,,
103,na,584.0,4748.0,,,,,,,,,,,,,,,,,,,,
104,na,10912.0,0.0,,,,,,,,,,,,,,,,,,,,
105,na,22.0,690.0,,,,,,,,,,,,,,,,,,,,
106,na,4644.0,0.0,,,,,,,,,,,,,,,,,,,,
107,na,5437.0,0.0,,,,,,,,,,,,,,,,,,,,
108,na,10.0,251.0,,,,,,,,,,,,,,,,,,,,
109,na,6575.0,0.0,,,,,,,,,,,,,,,,,,,,
110,na,552.0,0.0,,,,,,,,,,,,,,,,,,,,
111,na,1147.0,0.0,,,,,,,,,,,,,,,,,,,,
112,na,401.0,2224.0,,,,,,,,,,,,,,,,,,,,
113,na,20559.0,0.0,,,,,,,,,,,,,,,,,,,,
114,na,7899.0,0.0,,,,,,,,,,,,,,,,,,,,
115,na,785.0,4786.0,,,,,,,,,,,,,,,,,,,,
116,na,3335.0,0.0,,,,,,,,,,,,,,,,,,,,
117,na,996.0,0.0,,,,,,,,,,,,,,,,,,,,
118,na,4057.0,0.0,,,,,,,,,,,,,,,,,,,,
119,na,5734.0,0.0,,,,,,,,,,,,,,,,,,,,
120,na,437.0,4435.0,,,,,,,,,,,,,,,,,,,,
121,na,725.0,5540.0,,,,,,,,,,,,,,,,,,,,
122,na,20559.0,42034.0,,,,,,,,,,,,,,,,,,,,
123,na,5459.0,0.0,,,,,,,,,,,,,,,,,,,,
124,na,1936.0,4845.0,,,,,,,,,,,,,,,,,,,,
125,na,7905.0,0.0,,,,,,,,,,,,,,,,,,,,
126,na,1987.0,6075.0,,,,,,,,,,,,,,,,,,,,
127,na,5254.0,0.0,,,,,,,,,,,,,,,,,,,,
128,na,1446.0,7024.0,,,,,,,,,,,,,,,,,,,,
129,na,270.0,0.0,,,,,,,,,,,,,,,,,,,,
130,na,235.0,1779.0,,,,,,,,,,,,,,,,,,,,
131,na,3906.0,0.0,,,,,,,,,,,,,,,,,,,,
132,na,97.0,680.0,,,,,,,,,,,,,,,,,,,,
133,na,1592.0,0.0,,,,,,,,,,,,,,,,,,,,
134,na,3887.0,0.0,,,,,,,,,,,,,,,,,,,,
135,na,5399.0,0.0,,,,,,,,,,,,,,,,,,,,
136,na,6568.0,0.0,,,,,,,,,,,,,,,,,,,,
137,na,7673.0,0.0,,,,,,,,,,,,,,,,,,,,
138,na,2306.0,0.0,,,,,,,,,,,,,,,,,,,,
139,na,4688.0,0.0,,,,,,,,,,,,,,,,,,,,
140,na,5610.0,0.0,,,,,,,,,,,,,,,,,,,,
141,na,5769.0,0.0,,,,,,,,,,,,,,,,,,,,
142,na,26.0,223.0,,,,,,,,,,,,,,,,,,,,
143,na,8810.0,0.0,,,,,,,,,,,,,,,,,,,,
144,na,7151.0,0.0,,,,,,,,,,,,,,,,,,,,
145,na,1783.0,4923.0,,,,,,,,,,,,,,,,,,,,
146,na,20831.0,0.0,,,,,,,,,,,,,,,,,,,,
147,na,9438.0,0.0,,,,,,,,,,,,,,,,,,,,
148,na,3768.0,0.0,,,,,,,,,,,,,,,,,,,,
149,na,21893.0,44619.0,,,,,,,,,,,,,,,,,,,,
150,na,3509.0,0.0,,,,,,,,,,,,,,,,,,,,
151,na,4054.0,0.0,,,,,,,,,,,,,,,,,,,,
152,na,4084.0,10221.0,,,,,,,,,,,,,,,,,,,,
153,na,2262.0,8549.0,,,,,,,,,,,,,,,,,,,,
154,na,4854.0,0.0,,,,,,,,,,,,,,,,,,,,
155,na,7058.0,0.0,,,,,,,,,,,,,,,,,,,,
156,na,6656.0,0.0,,,,,,,,,,,,,,,,,,,,
157,na,2393.0,0.0,,,,,,,,,,,,,,,,,,,,
158,na,2787.0,7884.0,,,,,,,,,,,,,,,,,,,,
159,na,154.0,1407.0,,,,,,,,,,,,,,,,,,,,
160,na,1237.0,6039.0,,,,,,,,,,,,,,,,,,,,
161,na,7905.0,19777.0,,,,,,,,,,,,,,,,,,,,
162,na,10912.0,29378.0,,,,,,,,,,,,,,,,,,,,
163,na,1110.0,3936.0,,,,,,,,,,,,,,,,,,,,
164,na,2511.0,7043.0,,,,,,,,,,,,,,,,,,,,
165,na,2251.0,0.0,,,,,,,,,,,,,,,,,,,,
166,na,4853.0,11941.0,,,,,,,,,,,,,,,,,,,,
167,na,17909.0,0.0,,,,,,,,,,,,,,,,,,,,
168,na,9674.0,0.0,,,,,,,,,,,,,,,,,,,,
169,na,355.0,848.0,,,,,,,,,,,,,,,,,,,,
170,na,3456.0,0.0,,,,,,,,,,,,,,,,,,,,
171,na,8917.0,0.0,,,,,,,,,,,,,,,,,,,,
172,na,3820.0,9971.0,,,,,,,,,,,,,,,,,,,,
173,na,4938.0,0.0,,,,,,,,,,,,,,,,,,,,
174,na,1843.0,6433.0,,,,,,,,,,,,,,,,,,,,
175,na,7544.0,0.0,,,,,,,,,,,,,,,,,,,,
176,na,2603.0,0.0,,,,,,,,,,,,,,,,,,,,
177,na,5689.0,0.0,,,,,,,,,,,,,,,,,,,,
178,na,5479.0,0.0,,,,,,,,,,,,,,,,,,,,
179,na,367.0,2551.0,,,,,,,,,,,,,,,,,,,,
180,na,53.0,749.0,,,,,,,,,,,,,,,,,,,,
181,na,2928.0,0.0,,,,,,,,,,,,,,,,,,,,
182,na,1361.0,4114.0,,,,,,,,,,,,,,,,,,,,
183,na,30.0,0.0,,,,,,,,,,,,,,,,,,,,
184,na,2025.0,5798.0,,,,,,,,,,,,,,,,,,,,
185,na,471.0,1635.0,,,,,,,,,,,,,,,,,,,,
186,na,9674.0,18577.0,,,,,,,,,,,,,,,,,,,,
187,na,5508.0,0.0,,,,,,,,,,,,,,,,,,,,
188,na,20238.0,36138.0,,,,,,,,,,,,,,,,,,,,
189,na,6656.0,12273.0,,,,,,,,,,,,,,,,,,,,
190,na,2773.0,0.0,,,,,,,,,,,,,,,,,,,,
191,na,2205.0,5346.0,,,,,,,,,,,,,,,,,,,,
192,na,884.0,2982.0,,,,,,,,,,,,,,,,,,,,
193,na,2809.0,5659.0,,,,,,,,,,,,,,,,,,,,
194,na,27.0,675.0,,,,,,,,,,,,,,,,,,,,
195,na,2008.0,5601.0,,,,,,,,,,,,,,,,,,,,
196,na,3967.0,7381.0,,,,,,,,,,,,,,,,,,,,
197,na,7510.0,13721.0,,,,,,,,,,,,,,,,,,,,
198,na,148.0,1332.0,,,,,,,,,,,,,,,,,,,,
199,na,5633.0,12504.0,,,,,,,,,,,,,,,,,,,,
200,na,1849.0,5260.0,,,,,,,,,,,,,,,,,,,,
201,na,2801.0,0.0,,,,,,,,,,,,,,,,,,,,
202,na,3768.0,9281.0,,,,,,,,,,,,,,,,,,,,
203,na,1825.0,4894.0,,,,,,,,,,,,,,,,,,,,
204,na,950.0,0.0,,,,,,,,,,,,,,,,,,,,
205,na,3358.0,7592.0,,,,,,,,,,,,,,,,,,,,
206,na,347.0,1609.0,,,,,,,,,,,,,,,,,,,,
207,na,1992.0,0.0,,,,,,,,,,,,,,,,,,,,
208,na,3435.0,6839.0,,,,,,,,,,,,,,,,,,,,
209,na,5307.0,9662.0,,,,,,,,,,,,,,,,,,,,
210,na,1306.0,3636.0,,,,,,,,,,,,,,,,,,,,
211,na,6.0,103.0,,,,,,,,,,,,,,,,,,,,
212,na,7058.0,17074.0,,,,,,,,,,,,,,,,,,,,
213,na,381.0,1438.0,,,,,,,,,,,,,,,,,,,,
214,na,1271.0,3490.0,,,,,,,,,,,,,,,,,,,,
215,na,585.0,1364.0,,,,,,,,,,,,,,,,,,,,
216,na,429.0,1562.0,,,,,,,,,,,,,,,,,,,,
217,na,411.0,1190.0,,,,,,,,,,,,,,,,,,,,
218,na,5611.0,12571.0,,,,,,,,,,,,,,,,,,,,
219,na,1368.0,3578.0,,,,,,,,,,,,,,,,,,,,
220,na,546.0,2676.0,,,,,,,,,,,,,,,,,,,,
221,na,4064.0,7069.0,,,,,,,,,,,,,,,,,,,,
222,na,1079.0,2565.0,,,,,,,,,,,,,,,,,,,,
223,na,519.0,1828.0,,,,,,,,,,,,,,,,,,,,
224,na,25.0,229.0,,,,,,,,,,,,,,,,,,,,
225,na,2283.0,4629.0,,,,,,,,,,,,,,,,,,,,
226,na,707.0,2297.0,,,,,,,,,,,,,,,,,,,,
227,na,645.0,1941.0,,,,,,,,,,,,,,,,,,,,
228,na,635.0,1743.0,,,,,,,,,,,,,,,,,,,,
229,na,9649.0,15358.0,,,,,,,,,,,,,,,,,,,,
230,na,2.0,48.0,,,,,,,,,,,,,,,,,,,,
231,na,2360.0,3939.0,,,,,,,,,,,,,,,,,,,,
232,na,833.0,2477.0,,,,,,,,,,,,,,,,,,,,
233,na,7544.0,14073.0,,,,,,,,,,,,,,,,,,,,
234,na,2127.0,3765.0,,,,,,,,,,,,,,,,,,,,
235,na,369.0,1432.0,,,,,,,,,,,,,,,,,,,,
236,na,75.0,722.0,,,,,,,,,,,,,,,,,,,,
237,na,438.0,1456.0,,,,,,,,,,,,,,,,,,,,
238,na,434.0,1556.0,,,,,,,,,,,,,,,,,,,,
239,na,1489.0,3071.0,,,,,,,,,,,,,,,,,,,,
240,na,1604.0,3303.0,,,,,,,,,,,,,,,,,,,,
241,na,1729.0,3614.0,,,,,,,,,,,,,,,,,,,,
242,na,524.0,1689.0,,,,,,,,,,,,,,,,,,,,
243,na,1070.0,1980.0,,,,,,,,,,,,,,,,,,,,
244,na,894.0,2004.0,,,,,,,,,,,,,,,,,,,,
245,na,1652.0,3785.0,,,,,,,,,,,,,,,,,,,,
246,na,138.0,1177.0,,,,,,,,,,,,,,,,,,,,
247,na,629.0,1864.0,,,,,,,,,,,,,,,,,,,,
248,na,883.0,2611.0,,,,,,,,,,,,,,,,,,,,
249,na,467.0,1530.0,,,,,,,,,,,,,,,,,,,,
250,na,386.0,1815.0,,,,,,,,,,,,,,,,,,,,
251,na,119.0,1313.0,,,,,,,,,,,,,,,,,,,,
252,na,237.0,1593.0,,,,,,,,,,,,,,,,,,,,
253,na,780.0,2298.0,,,,,,,,,,,,,,,,,,,,
254,na,219.0,1427.0,,,,,,,,,,,,,,,,,,,,
255,na,1217.0,3285.0,,,,,,,,,,,,,,,,,,,,
256,na,4077.0,7874.0,,,,,,,,,,,,,,,,,,,,
257,na,2762.0,5710.0,,,,,,,,,,,,,,,,,,,,
258,na,17.0,289.0,,,,,,,,,,,,,,,,,,,,
259,na,494.0,1455.0,,,,,,,,,,,,,,,,,,,,
260,na,430.0,1409.0,,,,,,,,,,,,,,,,,,,,
261,na,1041.0,2479.0,,,,,,,,,,,,,,,,,,,,
262,na,2405.0,5284.0,,,,,,,,,,,,,,,,,,,,
263,na,641.0,1702.0,,,,,,,,,,,,,,,,,,,,
264,na,596.0,1832.0,,,,,,,,,,,,,,,,,,,,
265,na,1335.0,3402.0,,,,,,,,,,,,,,,,,,,,
266,na,666.0,1679.0,,,,,,,,,,,,,,,,,,,,
267,na,1606.0,3882.0,,,,,,,,,,,,,,,,,,,,
268,na,112.0,1108.0,,,,,,,,,,,,,,,,,,,,
269,na,117.0,1973.0,,,,,,,,,,,,,,,,,,,,
270,na,355.0,2311.0,,,,,,,,,,,,,,,,,,,,
271,na,20831.0,33819.0,,,,,,,,,,,,,,,,,,,,
272,na,1355.0,3968.0,,,,,,,,,,,,,,,,,,,,
273,na,1464.0,2892.0,,,,,,,,,,,,,,,,,,,,
274,na,2773.0,7083.0,,,,,,,,,,,,,,,,,,,,
275,na,161.0,1720.0,,,,,,,,,,,,,,,,,,,,
276,na,9438.0,17559.0,,,,,,,,,,,,,,,,,,,,
277,na,263.0,1589.0,,,,,,,,,,,,,,,,,,,,
278,na,640.0,2075.0,,,,,,,,,,,,,,,,,,,,
279,na,642.0,2123.0,,,,,,,,,,,,,,,,,,,,
280,na,1147.0,2275.0,,,,,,,,,,,,,,,,,,,,
281,na,1167.0,2726.0,,,,,,,,,,,,,,,,,,,,
282,na,2310.0,5363.0,,,,,,,,,,,,,,,,,,,,
283,na,358.0,1822.0,,,,,,,,,,,,,,,,,,,,
284,na,1602.0,3270.0,,,,,,,,,,,,,,,,,,,,
285,na,1661.0,2892.0,,,,,,,,,,,,,,,,,,,,
286,na,1716.0,2827.0,,,,,,,,,,,,,,,,,,,,
287,na,2027.0,4346.0,,,,,,,,,,,,,,,,,,,,
288,na,115.0,873.0,,,,,,,,,,,,,,,,,,,,
289,na,1097.0,2054.0,,,,,,,,,,,,,,,,,,,,
290,na,133.0,900.0,,,,,,,,,,,,,,,,,,,,
291,na,49.0,453.0,,,,,,,,,,,,,,,,,,,,
292,na,93.0,879.0,,,,,,,,,,,,,,,,,,,,
293,na,71.0,535.0,,,,,,,,,,,,,,,,,,,,
294,na,6448.0,10671.0,,,,,,,,,,,,,,,,,,,,
295,na,701.0,2901.0,,,,,,,,,,,,,,,,,,,,
296,na,194.0,845.0,,,,,,,,,,,,,,,,,,,,
297,na,82.0,475.0,,,,,,,,,,,,,,,,,,,,
298,na,21.0,135.0,,,,,,,,,,,,,,,,,,,,
299,na,984.0,1553.0,,,,,,,,,,,,,,,,,,,,
300,na,13.0,76.0,,,,,,,,,,,,,,,,,,,,
301,886258377298292737,5564.0,25537.0,,,,,,,,,,,,,,,,,,,,
302,885984792034004992,5902.0,29727.0,,,,,,,,,,,,,,,,,,,,
303,885528931826368512,5621.0,32797.0,,,,,,,,,,,,,,,,,,,,
304,830583314243268608,16257.0,0.0,,,,,,,,,,,,,,,,,,,,
305,830583314243268608,16257.0,65255.0,,,,,,,,,,,,,,,,,,,,
306,885167573385588737,3847.0,19978.0,,,,,,,,,,,,,,,,,,,,
307,884925516695965696,15872.0,70155.0,,,,,,,,,,,,,,,,,,,,
308,884876742820859904,4909.0,25391.0,,,,,,,,,,,,,,,,,,,,
309,884562886777065473,4130.0,22176.0,,,,,,,,,,,,,,,,,,,,
310,884441800177528832,5012.0,24761.0,,,,,,,,,,,,,,,,,,,,
311,884162662212489221,2631.0,18627.0,,,,,,,,,,,,,,,,,,,,
312,883838118432034816,3007.0,19937.0,,,,,,,,,,,,,,,,,,,,
313,883482838036860928,8678.0,41797.0,,,,,,,,,,,,,,,,,,,,
314,883360682745503744,3235.0,20699.0,,,,,,,,,,,,,,,,,,,,
315,883117826525024257,5838.0,33836.0,,,,,,,,,,,,,,,,,,,,
316,882992072327913472,3411.0,21807.0,,,,,,,,,,,,,,,,,,,,
317,882762686299353088,4292.0,25772.0,,,,,,,,,,,,,,,,,,,,
318,882627261886758912,5328.0,25590.0,,,,,,,,,,,,,,,,,,,,
319,882268100984492032,10195.0,40857.0,,,,,,,,,,,,,,,,,,,,
320,882045864507736065,4285.0,26741.0,,,,,,,,,,,,,,,,,,,,
321,881906570426281984,2995.0,22239.0,,,,,,,,,,,,,,,,,,,,
322,881666587375304705,9395.0,46260.0,,,,,,,,,,,,,,,,,,,,
323,881535971568889856,14090.0,45159.0,,,,,,,,,,,,,,,,,,,,
324,881268439486169090,4669.0,21259.0,,,,,,,,,,,,,,,,,,,,
325,880935758152028161,2457.0,15622.0,,,,,,,,,,,,,,,,,,,,
326,880872431472267264,3363.0,19461.0,,,,,,,,,,,,,,,,,,,,
327,880465790071427074,5470.0,25982.0,,,,,,,,,,,,,,,,,,,,
328,880221119067770882,3657.0,24592.0,,,,,,,,,,,,,,,,,,,,
329,880095777175076864,3826.0,25220.0,,,,,,,,,,,,,,,,,,,,
330,879862459263307776,3068.0,20431.0,,,,,,,,,,,,,,,,,,,,
331,879492035853660161,2789.0,21458.0,,,,,,,,,,,,,,,,,,,,
332,879415784908390401,39334.0,96500.0,,,,,,,,,,,,,,,,,,,,
333,879376482266632192,2756.0,15401.0,,,,,,,,,,,,,,,,,,,,
334,879050744279834628,4149.0,20604.0,,,,,,,,,,,,,,,,,,,,
335,879008224678207491,2360.0,17384.0,,,,,,,,,,,,,,,,,,,,
336,878776084946448384,3618.0,17726.0,,,,,,,,,,,,,,,,,,,,
337,878281503754510336,1126.0,7052.0,,,,,,,,,,,,,,,,,,,,
338,878057599261745152,6008.0,38505.0,,,,,,,,,,,,,,,,,,,,
339,877736466763448320,16699.0,72319.0,,,,,,,,,,,,,,,,,,,,
340,876850756556607488,70.0,0.0,,,,,,,,,,,,,,,,,,,,
341,877556240326512640,3354.0,20756.0,,,,,,,,,,,,,,,,,,,,
342,877316816103772164,4593.0,25104.0,,,,,,,,,,,,,,,,,,,,
343,877201827330174976,4907.0,24808.0,,,,,,,,,,,,,,,,,,,,
344,876838110318936065,2944.0,18948.0,,,,,,,,,,,,,,,,,,,,
345,876484043352588288,2089.0,17207.0,,,,,,,,,,,,,,,,,,,,
346,876120269428932608,4115.0,25645.0,,,,,,,,,,,,,,,,,,,,
347,875747755280318464,3771.0,23007.0,,,,,,,,,,,,,,,,,,,,
348,875144175078957056,4337.0,20087.0,,,,,,,,,,,,,,,,,,,,
349,875021140921417728,4175.0,23412.0,,,,,,,,,,,,,,,,,,,,
350,874680081829904384,4103.0,25518.0,,,,,,,,,,,,,,,,,,,,
351,874296776056078336,3658.0,23898.0,,,,,,,,,,,,,,,,,,,,
352,874057549548589057,3526.0,20860.0,,,,,,,,,,,,,,,,,,,,
353,874012990328197120,9044.0,31343.0,,,,,,,,,,,,,,,,,,,,
354,873580279771926529,3496.0,22242.0,,,,,,,,,,,,,,,,,,,,
355,873213769794670593,1404.0,6576.0,,,,,,,,,,,,,,,,,,,,
356,872967099819462661,4796.0,25011.0,,,,,,,,,,,,,,,,,,,,
357,872820673743376386,3304.0,13569.0,,,,,,,,,,,,,,,,,,,,
358,872620798208610305,3236.0,19066.0,,,,,,,,,,,,,,,,,,,,
359,872486967967006720,8087.0,37465.0,,,,,,,,,,,,,,,,,,,,
360,872122708573777925,7208.0,31467.0,,,,,,,,,,,,,,,,,,,,
361,871879745683804161,9733.0,34502.0,,,,,,,,,,,,,,,,,,,,
362,871762515608436741,3099.0,18596.0,,,,,,,,,,,,,,,,,,,,
363,871515922741284865,3101.0,18569.0,,,,,,,,,,,,,,,,,,,,
364,871032610994225153,3398.0,20941.0,,,,,,,,,,,,,,,,,,,,
365,870804299743338497,5526.0,30971.0,,,,,,,,,,,,,,,,,,,,
366,870656293136216066,2327.0,11322.0,,,,,,,,,,,,,,,,,,,,
367,870374041554751488,23820.0,76745.0,,,,,,,,,,,,,,,,,,,,
368,870308992022568960,3710.0,20223.0,,,,,,,,,,,,,,,,,,,,
369,870063191304392704,7438.0,33666.0,,,,,,,,,,,,,,,,,,,,
370,869772408907071492,9103.0,39339.0,,,,,,,,,,,,,,,,,,,,
371,869702951354474496,5638.0,26013.0,,,,,,,,,,,,,,,,,,,,
372,869596640562249728,2784.0,14736.0,,,,,,,,,,,,,,,,,,,,
373,869227980345798656,3371.0,18855.0,,,,,,,,,,,,,,,,,,,,
374,868880391209275392,12917.0,60268.0,,,,,,,,,,,,,,,,,,,,
375,868622480696651777,4739.0,24565.0,,,,,,,,,,,,,,,,,,,,
376,868552270358618113,1847.0,9308.0,,,,,,,,,,,,,,,,,,,,
377,867900486011297792,3768.0,22399.0,,,,,,,,,,,,,,,,,,,,
378,867774933065236480,6597.0,31445.0,,,,,,,,,,,,,,,,,,,,
379,867420991437365250,2243.0,14867.0,,,,,,,,,,,,,,,,,,,,
380,865013414103363585,106.0,0.0,,,,,,,,,,,,,,,,,,,,
381,867051512509460480,7112.0,29811.0,,,,,,,,,,,,,,,,,,,,
382,866686816879087618,3118.0,17824.0,,,,,,,,,,,,,,,,,,,,
383,866450698984185856,31841.0,113171.0,,,,,,,,,,,,,,,,,,,,
384,866334954229301248,12859.0,48472.0,,,,,,,,,,,,,,,,,,,,
385,865718147889979392,5090.0,23845.0,,,,,,,,,,,,,,,,,,,,
386,865359385135955968,4527.0,24541.0,,,,,,,,,,,,,,,,,,,,
387,865006724092010496,7008.0,26010.0,,,,,,,,,,,,,,,,,,,,
388,864873202618687489,7866.0,29917.0,,,,,,,,,,,,,,,,,,,,
389,864279556340957184,2721.0,13563.0,,,,,,,,,,,,,,,,,,,,
390,864197387966791680,7987.0,27819.0,,,,,,,,,,,,,,,,,,,,
